id,name,release_year,runtime,director,actors
b648,The Flat,2012,97,Arnon Goldfinger,None
b649,Mulholland Dr.,2001,147,David Lynch,_Justin Theroux_Laura Harring_Naomi Watts
b650,Blind,2015,96,Eskil Vogt,None
b651,The Magdalene Sisters,2003,119,Peter Mullan,_Anne-Marie Duff_Dorothy Duffy_Eileen Walsh_Nora-Jane Noone
b652,Tyson,2009,90,James Toback,Mike Tyson
b653,Leave No Trace,2018,108,Debra Granik,_Alyssa Lynn_Ayanna Berkshire_Ben Foster_Dale Dickey_Dana Millican_Isaiah Stone_Jeff Kober_Kyle Stoltz_Lane Stiemsma_Michael Draper_Peter James DeLuca_Thomasin McKenzie
b654,Henry V,1989,137,Kenneth Branagh,_Derek Jacobi_Kenneth Branagh
b655,Being 17,2016,116,André Téchiné,None
b656,The White Diamond,2005,90,Werner Herzog,None
b657,Trouble the Water,2008,93,_Carl Deal_Tia Lessin,None
b658,Mustang,2015,97,Deniz Gamze Ergüven,None
b659,James White,2015,85,Josh Mond,_Christopher Abbott_Cynthia Nixon_David Call_Makenzie Leigh_Ron Livingston_Scott Mescudi
b660,It Follows,2015,100,David Robert Mitchell,_Bailey Spry_Daniel Zovatto_Jake Weary_Keir Gilchrist_Lili Sepe_Linda Boston_Maika Monroe_Olivia Luccardi_Ruby Harris
b661,Don't Think Twice,2016,92,Mike Birbiglia,_Chris Gethard_Gillian Jacobs_Kate Micucci_Keegan-Michael Key_Mike Birbiglia_Tami Sagher
b662,The Happiest Day in the Life of Olli Mäki,2017,92,Juho Kuosmanen,None
b663,Sweeney Todd: The Demon Barber of Fleet Street,2007,116,Tim Burton,_Alan Rickman_Helena Bonham Carter_Johnny Depp
b664,Court,2015,116,Chaitanya Tamhane,None
b665,"20,000 Days on Earth",2014,97,_Iain Forsyth_Jane Pollard,_Arthur Cave_Blixa Bargeld_Darian Leader_Earl Cave_Kylie Minogue_Nick Cave_Ray Winstone_Susie Bick_Warren Ellis
b666,The Woman Who Left,2017,226,Lav Diaz,_Charo Santos-Concio_John Lloyd Cruz_Kakai Bautista_Lao Rodriguez_Mae Paner_Marjorie Lorico_Mayen Estanero_Michael De Mesa_Noni Buencamino_Shamaine Buencamino
b667,Election,1999,103,Alexander Payne,_Matthew Broderick_Reese Witherspoon
b668,Creed,2015,133,Ryan Coogler,_Michael B. Jordan_Phylicia Rashad_Sylvester Stallone_Tessa Thompson
b669,La Camioneta: The Journey of One American School Bus,2013,None,Mark Kendall,None
b670,Monsieur Lazhar,2012,94,Philippe Falardeau,_Danielle Proulx_Émilien Néron_Mohamed Fellag_Sophie Nélisse
b671,Venus,2006,95,Roger Michell,_Jodie Whittaker_Leslie Phillips_Peter O'Toole
b672,Nowhere to Hide,2017,86,Zaradasht Ahmed,_Abu Fallah_Hans Husum_Mudhafar_Nori Sharif
b673,The Second Mother,2015,112,Anna Muylaert,_Helena Albergaria_Regina Casé
b674,These Birds Walk,2013,71,_Bassam Tariq_Omar Mullick,None
b675,Rivers and Tides: Andy Goldsworthy Working with Time,2002,90,Thomas Riedelsheimer,None
b676,Ajami,2010,120,_Scandar Copti_Yaron Shani,None
b677,Viola,2013,65,Mat,_Agustina Mu_Alessio Rigo de Righi_Elisa Carricajo_Esteban Bigliardi_Gabriela Saidon_Juli_Julia Mart_Laura Paredes_Mar_Romina Paula
b678,127 Hours,2010,94,Danny Boyle,_Amber Tamblyn_James Franco_Kate Mara
b679,Tell No One,2008,131,Guillaume Canet,None
b680,The Illusionist,2010,80,Sylvain Chomet,_Didier Gustin_Edith Rankin_Frédéric Lebon_Jean-Claude Donda
b681,The Deep Blue Sea,2012,98,Terence Davies,_Rachel Weisz_Tom Hiddleston
b682,The End of the Tour,2015,106,James Ponsoldt,_Anna Chlumsky_Jason Segel_Jesse Eisenberg_Joan Cusack_Mamie Gummer_Mickey Sumner_Ron Livingston
b683,Enron: The Smartest Guys in the Room,2005,109,Alex Gibney,None
b684,Forrest Gump,1994,142,Robert Zemeckis,_Gary Sinise_Robin Wright_Sally Field_Tom Hanks
b685,Ornette: Made in America (1985),2012,85,Shirley Clarke,None
b686,"Good Bye, Dragon Inn",2004,82,Ming-liang Tsai,None
b687,Safe Conduct,2002,170,Bertrand Tavernier,None
b688,Leaving Las Vegas,1995,111,Mike Figgis,_Elisabeth Shue_Nicolas Cage
b689,War for the Planet of the Apes,2017,140,Matt Reeves,_Amiah Miller_Andy Serkis_Gabriel Chavarria_Karin Konoval_Michael Adamthwaite_Steve Zahn_Terry Notary_Toby Kebbell_Ty Olsson_Woody Harrelson
b690,Duma,2005,100,Carroll Ballard,_Alex Michaeletos_Campbell Scott_Hope Davis
b691,The Constant Gardener,2005,129,Fernando Meirelles,_Danny Huston_Rachel Weisz_Ralph Fiennes
b692,Short Term 12,2013,96,Destin Cretton,_Alex Calloway_Brie Larson_Frantz Turner_John Gallagher Jr._Kaitlyn Dever_Kevin Hernandez_Lakeith Stanfield_Lydia Du Veaux_Rami Malek_Stephanie Beatriz
b693,Parenthood,1989,124,Ron Howard,Steve Martin
b694,Star Wars: Episode V - The Empire Strikes Back,1980,124,Irvin Kershner,_Carrie Fisher_Harrison Ford_Mark Hamill
b695,Our Beloved Month of August,2010,147,Miguel Gomes,None
b696,Sugar,2009,120,_Anna Boden_Ryan Fleck,Algenis Perez Soto
b697,The Wind That Shakes the Barley,2007,127,Ken Loach,_Cillian Murphy_Liam Cunningham_Padraic Delaney
b698,Face/Off,1997,138,John Woo,_John Travolta_Nicolas Cage
b699,The Lobster,2016,119,Giorgos Lanthimos,_Colin Farrell_Jessica Barden_Olivia Colman_Rachel Weisz
b700,Pride & Prejudice,2005,127,Joe Wright,_Brenda Blethyn_Donald Sutherland_Keira Knightley_Matthew MacFadyen
b701,The Squid and the Whale,2005,81,Noah Baumbach,None
b702,Winged Migration,2003,89,_Jacques Cluzaud_Jacques Perrin_Michel Debats,Jacques Perrin
b703,Quince Tree of the Sun,2000,133,Víctor Erice,None
b704,The Nightmare Before Christmas,1993,76,Henry Selick,_Catherine O'Hara_Chris Sarandon_Danny Elfman_William Hickey
b705,The School of Rock,2003,108,Richard Linklater,_Jack Black_Joan Cusack_Mike White
b706,Star Trek,2009,127,J.J. Abrams,_Chris Pine_Simon Pegg_Zachary Quinto
b707,Frances Ha,2013,86,Noah Baumbach,_Adam Driver_Greta Gerwig_Michael Zegen_Mickey Sumner_Patrick Heusinger
b708,The Namesake,2007,122,Mira Nair,_Irrfan Khan_Kal Penn_Tabu
b709,A Hijacking,2013,103,Tobias Lindholm,None
b710,In the Family,2012,169,Patrick Wang,None
b711,Hunger,2008,96,Steve McQueen,None
b712,Cold Comfort Farm,1996,95,John Schlesinger,_Eileen Atkins_Kate Beckinsale_Sheila Burrell_Stephen Fry
b713,Dear Zachary: A Letter to a Son About His Father,2008,95,Kurt Kuenne,None
b714,Anvil! The Story of Anvil,2009,80,Sacha Gervasi,_Robb Reiner_Steve 'Lips' Kudlow_Tiziana Arrigoni
b715,The Trip,2011,109,Michael Winterbottom,None
b716,Harry Potter and the Prisoner of Azkaban,2004,141,Alfonso Cuarón,_Daniel Radcliffe_Rupert Grint
b717,La Promesse (The Promise),1997,93,_Jean-Pierre Dardenne_Luc Dardenne,_Assita Ouedraogo_Jérémie Renier_Olivier Gourmet
b718,Our Time Will Come,2017,130,Ann Hui,_Deannie Yip_Eddie Peng_Joman Chiang_Siu-Fai Cheung_Stanley Sui-Fan Fung_Tao Guo_Tony Leung Ka Fai_Wallace Huo_Xun Zhou_Zhi-zhong Huang
b719,Levitated Mass,2014,88,Doug Pray,None
b720,Michael Clayton,2007,119,Tony Gilroy,_George Clooney_Tilda Swinton_Tom Wilkinson
b721,Downfall,2005,156,Oliver Hirschbiegel,_Alexandra Maria Lara_Bruno Ganz_Corinna Harfouch_Juliane Köhler_Ulrich Matthes
b722,The Spectacular Now,2013,95,James Ponsoldt,_Andre Royo_Bob Odenkirk_Brie Larson_Jennifer Jason Leigh_Kyle Chandler_Mary Elizabeth Winstead_Miles Teller_Shailene Woodley
b723,Let the Right One In,2008,115,Tomas Alfredson,_Kåre Hedebrant_Lina Leandersson_Per Ragnar
b724,Rams,2016,93,Grímur Hákonarson,None
b725,Certified Copy,2011,106,Abbas Kiarostami,None
b726,The Celebration,1998,105,Thomas Vinterberg,_Henning Moritzen_Ulrich Thomsen
b727,Taxi to the Dark Side,2008,106,Alex Gibney,None
b728,Nuts!,2016,79,Penny Lane,None
b729,The Love Witch,2016,120,Anna Biller,_Gian Keys_Jeffrey Vincent Parise_Laura Waddell_Samantha Robinson
b730,Marjorie Prime,2017,99,Michael Almereyda,_Azumi Tsutsui_Bill Walters_Geena Davis_Hana Colley_Hannah Gross_Jon Hamm_Leslie Lyles_Lois Smith_Stephanie Andujar_Tim Robbins
b731,Down and Out in Beverly Hills,1986,103,Paul Mazursky,_Bette Midler_Nick Nolte_Richard Dreyfuss
b732,Footnote,2012,103,Joseph Cedar,_Aliza Rosen_Lior Ashkenazi_Shlomo Bar-Aba
b733,Steve Jobs,2015,122,Danny Boyle,_Jeff Daniels_Kate Winslet_Michael Fassbender_Seth Rogen
b734,Marley,2012,144,Kevin Macdonald,_Bob Marley_Jimmy Cliff_Lee Perry_Ziggy Marley
b735,The White Ribbon,2009,144,Michael Haneke,_Christian Friedel_Ernst Jacobi_Leonie Benesch
b736,The Agronomist,2004,90,Jonathan Demme,None
b737,Touching the Void,2004,106,Kevin Macdonald,_Brendan Mackey_Joe Simpson_Nicholas Aaron_Simon Yates
b738,Three Kings,1999,114,David O. Russell,_George Clooney_Mark Wahlberg
b739,Rachel Getting Married,2008,113,Jonathan Demme,_Anne Hathaway_Rosemarie DeWitt
b740,Certain Women,2016,107,Kelly Reichardt,_James LeGros_Kristen Stewart_Laura Dern_Michelle Williams
b741,Le Havre,2011,103,Aki Kaurismäki,None
b742,To Be Heard,2011,86,_Amy Sultan_Deborah Shaffer_Edwin Martinez_Roland Legiardi-Laura,None
b743,Skate Kitchen,,100,Crystal Moselle,_Darlene Violette_Elizabeth Rodriguez_Jaden Smith_John Palumbo_Judah Lang_Rachelle Vinberg_Samuel Smith_Tashiana Washington_Taylor Gray_Thaddeus Daniels
b744,Chicago,2002,113,Rob Marshall,_Catherine Zeta Jones_Renée Zellweger_Richard Gere
b745,Embrace of the Serpent,2016,125,Ciro Guerra,_Antonio Bolivar_Brionne Davis_Jan Bijvoet_Luigi Sciamanna_Nicolás Cancino_Nilbio Torres_Yauenkü Migue
b746,Under African Skies,2012,108,Joe Berlinger,None
b747,Sieranevada,2017,173,Cristi Puiu,_Ana Ciontea_Bogdan Dumitrache_Catalina Moga_Dana Dogaru_Judith State_Marin Grigore_Mimi Branescu_Rolando Matsangos_Sorin Medeleni_Tatiana Iekel
b748,Side by Side,2012,99,Christopher Kenneally,None
b749,Days of Glory,2006,120,Rachid Bouchareb,_Roschdy Zem_Sami Bouajila_Samy Naceri
b750,My Summer of Love,2005,86,Pawel Pawlikowski,_Emily Blunt_Natalie Press_Paddy Considine
b751,Approaching the Elephant,2015,89,Amanda Wilder,None
b752,"Flamenco, Flamenco",2014,97,Carlos Saura,None
b753,Archipelago,2014,114,Joanna Hogg,None
b754,Mysteries of Lisbon,2011,272,Raoul Ruiz,None
b755,Mademoiselle Chambon,2010,101,Stéphane Brizé,None
b756,Burma VJ: Reporter i et lukket land,2009,84,Anders Østergaard,None
b757,The Dark Knight,2008,152,Christopher Nolan,_Aaron Eckhart_Christian Bale_Heath Ledger
b758,Memories of Murder,2005,132,Joon-ho Bong,None
b759,The Return,2004,105,Andrei Zvyagintsev,None
b760,Lilya 4-Ever,2003,109,Lukas Moodysson,_Artyom Bogucharsky_Oksana Akinshina_Pavel Ponomaryov
b761,Read My Lips,2002,115,Jacques Audiard,None
b762,Get Shorty,1995,105,Barry Sonnenfeld,_Danny DeVito_Gene Hackman_John Travolta_Rene Russo
b763,A Gentle Creature,,160,Sergei Loznitsa,None
b764,Frozen River,2008,97,Courtney Hunt,_Charlie McDermott_Melissa Leo_Misty Upham
b765,Drugstore Cowboy,1989,102,Gus Van Sant,_Kelly Lynch_Matt Dillon
b766,Heal the Living,2017,103,Katell Quillévéré,None
b767,Love Is Strange,2014,94,Ira Sachs,_Alfred Molina_Charlie Tahan_Darren E. Burrows_John Lithgow_Marisa Tomei
b768,The Girl Without Hands,2017,76,Sébastien Laudenbach,_Anaïs Demoustier_Elina Löwensohn_Françoise Lebrun_Jérémie Elkaïm_Olivier Broche_Philippe Laudenbach_Sacha Bourdo
b769,The Twilight Samurai,2004,129,Yôji Yamada,None
b770,Concert for George,2003,146,David Leland,None
b771,Late Marriage,2002,102,Dover Koshashvili,_Lior Ashkenazi_Ronit Elkabetz
b772,Waking Life,2001,99,Richard Linklater,None
b773,One Day in September,2000,94,Kevin Macdonald,_Ankie Spitzer_Michael Douglas
b774,Requiem,2006,89,Hans-Christian Schmid,None
b775,Neruda,2016,107,Pablo Larraín,_Gael García Bernal_Luis Gnecco
b776,Blancanieves,2013,104,Pablo Berger,_Ángela Molina_Daniel Giménez Cacho_Emilio Gavira_Inma Cuesta_Josep Maria Pou_Macarena Garc_Maribel Verdú_Pere Ponce_Ramón Barea_Sof
b777,Once Upon a Time in Anatolia,2012,150,Nuri Bilge Ceylan,None
b778,Stranger by the Lake,2014,97,Alain Guiraudie,None
b779,Ten Canoes,2007,90,_Peter Djigirr_Rolf de Heer,None
b780,Gilles' Wife,2005,103,Frédéric Fonteyne,None
b781,The Maid,2009,95,Sebastián Silva,None
b782,Cowards Bend the Knee or The Blue Hands,2004,60,Guy Maddin,None
b783,Merci pour le Chocolat,2002,99,Claude Chabrol,None
b784,The Filth and the Fury,2000,108,Julien Temple,None
b785,A Simple Plan,1998,121,Sam Raimi,_Bill Paxton_Billy Bob Thornton
b786,Eastern Promises,2007,100,David Cronenberg,_Armin Mueller-Stahl_Naomi Watts_Viggo Mortensen
b787,Sicario,2015,121,Denis Villeneuve,_Benicio Del Toro_Emily Blunt_Jeffrey Donovan_Jon Bernthal_Josh Brolin_Victor Garber
b788,George Washington,2000,89,David Gordon Green,_Candace Evanofski_Donald Holden
b789,Stranded: I've Come from a Plane That Crashed on the Mountains,2008,130,Gonzalo Arijon,None
b790,At Berkeley,2013,244,Frederick Wiseman,None
b791,Blade Runner 2049,2017,164,Denis Villeneuve,_Ana de Armas_Barkhad Abdi_Dave Bautista_David Dastmalchian_Edward James Olmos_Elarica Gallacher_Harrison Ford_Jared Leto_Lennie James_Mackenzie Davis_Mark Arnold_Robin Wright_Ryan Gosling_Sylvia Hoeks_Tómas Lemarquis_Vilma Szécsi_Wood Harris
b792,Step,2017,84,Amanda Lipitz,_Blessin Giraldo_Cori Grainger_Paula Dofat_Tayla Solomon
b793,Experimenter,2015,98,Michael Almereyda,None
b794,Mandy,,121,Panos Cosmatos,_Andrea Riseborough_Bill Duke_Hayley Saywell_Linus Roache_Ned Dennehy_Nicolas Cage_Olwen Fouere_Paul Painter_Richard Brake
b795,Eden,2015,131,Mia Hansen-Løve,_F_Hugo Conzelmann_Pauline Etienne_Vincent Macaigne
b796,The Revolution Will Not Be Televised,2003,74,_Donnacha O'Briain_Kim Bartley,None
b797,A History of Violence,2005,96,David Cronenberg,_Ed Harris_Maria Bello_Viggo Mortensen
b798,The Deer Hunter,1978,182,Michael Cimino,_Christopher Walken_Robert De Niro
b799,A Mighty Wind,2003,91,Christopher Guest,_Christopher Guest_Eugene Levy_Harry Shearer_Michael McKean
b800,The Damned United,2009,98,Tom Hooper,None
b801,Georgia,1995,115,Ulu Grosbard,_Jennifer Jason Leigh_Mare Winningham
b802,Wadjda,2013,98,Haifaa Al-Mansour,Waad Mohammed
b803,Fresh,1994,114,Boaz Yakin,_Cheryl Freeman_Giancarlo Esposito_Jean-Claude La Marre_José Zúñiga_Luis Lantigua_N'Bushe Wright_Ron Brice_Samuel L. Jackson_Sean Nelson_Yul Vazquez
b804,The Levelling,2017,83,Hope Dickson Leach,None
b805,Arrival,2016,116,Denis Villeneuve,_Amy Adams_Forest Whitaker_Jeremy Renner_Michael Stuhlbarg
b806,Juno,2007,96,Jason Reitman,_Ellen Page_Jennifer Garner_Michael Cera
b807,Elena,2014,80,Petra Costa,None
b808,Blue Valentine,2010,120,Derek Cianfrance,_John Doman_Michelle Williams_Ryan Gosling
b809,Truman,2017,108,Cesc Gay,None
b810,Master and Commander: The Far Side of the World,2003,138,Peter Weir,_James D'Arcy_Paul Bettany_Russell Crowe
b811,Four Weddings and a Funeral,1994,117,Mike Newell,_Andie MacDowell_Hugh Grant
b812,The Secret of Kells,2010,75,_Nora Twomey_Tomm Moore,_Brendan Gleeson_Evan McGuire_Mick Lally
b813,Top Five,2014,102,Chris Rock,_Chris Rock_Gabrielle Union_Kevin Hart_Rosario Dawson
b814,Pete Seeger: The Power of Song,2007,93,Jim Brown,None
b815,Closet Monster,2016,90,Stephen Dunn,None
b816,Disobedience,2018,114,Sebastián Lelio,_Adam Lazarus_Alessandro Nivola_Alexis Zegerman_Allan Corduner_Anton Lesser_Bernardo Santos_Bernice Stegers_Cara Horgan_Dominic Applewhite_Lasco Atkins_Mark Stobbart_Nicholas Woodeson_Rachel McAdams_Rachel Weisz_Sophia Brown_Steve Furst
b817,Katyn,2009,121,Andrzej Wajda,None
b818,Coming Home,2015,109,Yimou Zhang,_Bai Qing Xin_Chun Li_Daoming Chen_Huiwen Zhang_Jia-yi Zhang_Li Gong_Ni Yan_Peiqi Liu_Tao Guo
b819,Living in Oblivion,1995,90,Tom DiCillo,_Catherine Keener_Danielle von Zerneck_Dermot Mulroney_Hilary Gilford_James LeGros_Kevin Corrigan_Peter Dinklage_Rica Martens_Robert Wightman_Steve Buscemi
b820,Coco,2017,105,_Adrian Molina_Lee Unkrich,_Alanna Ubach_Alfonso Arau_Anthony Gonzalez_Benjamin Bratt_Cheech Marin_Edward James Olmos_Gabriel Iglesias_Gael García Bernal_Herbert Siguenza_Jaime Camil_John Ratzenberger_Lombardo Boyar_Natalia Cordova-Buckley_Renee Victor_Selene Luna_Sofía Espinosa
b821,Locke,2014,85,Steven Knight,Tom Hardy
b822,Bridge of Spies,2015,141,Steven Spielberg,_Alan Alda_Amy Ryan_Mark Rylance_Tom Hanks
b823,Driving Miss Daisy,1989,99,Bruce Beresford,_Dan Aykroyd_Jessica Tandy_Morgan Freeman
b824,Shaun the Sheep Movie,2015,85,_Mark Burton_Richard Starzak,_John Sparkes_Justin Fletcher_Kate Harbour_Omid Djalili_Richard Webber
b825,White Material,2010,106,Claire Denis,_Christopher Lambert_Isaach De Bankolé_Isabelle Huppert
b826,The Station Agent,2003,89,Thomas McCarthy,_Bobby Cannavale_Patricia Clarkson_Peter Dinklage
b827,Foxcatcher,2014,129,Bennett Miller,_Anthony Michael Hall_Channing Tatum_Mark Ruffalo_Sienna Miller_Steve Carell_Vanessa Redgrave
b828,Dolores,2017,95,Peter Bratt,_Angela Davis_Dolores Huerta_Gloria Steinem_Hillary Rodham Clinton
b829,"Arabian Nights: Volume 2, The Desolate One",2015,131,Miguel Gomes,None
b830,Twinsters,2015,89,_Ryan Miyamoto_Samantha Futerman,None
b831,Beginners,2011,105,Mike Mills,_Christopher Plummer_Ewan McGregor_Mélanie Laurent
b832,Bamako,2007,115,Abderrahmane Sissako,None
b833,Autumn Tale,1999,112,Eric Rohmer,_Béatrice Romand_Marie Rivière
b834,Private Life,,127,Tamara Jenkins,None
b835,Bright Star,2009,119,Jane Campion,_Abbie Cornish_Ben Whishaw_Paul Schneider
b836,The Headless Woman,2009,87,Lucrecia Martel,None
b837,Wait Until Dark,1967,108,Terence Young,_Alan Arkin_Audrey Hepburn_Efrem Zimbalist Jr._Jack Weston_Jean Del Val_Julie Herrod_Mel Ferrer_Richard Crenna_Robby Benson_Samantha Jones
b838,Weekend,2011,96,Andrew Haigh,None
b839,Raw,2017,99,Julia Ducournau,None
b840,The Man Who Fell to Earth,1976,139,Nicolas Roeg,_Candy Clark_David Bowie_Rip Torn
b841,Under the Sun,2016,106,Vitaliy Manskiy,None
b842,Wrinkles,2014,89,Ignacio Ferreras,None
b843,Juliet of the Spirits (re-release),2001,137,Federico Fellini,_Giulietta Masina_Sandra Milo
b844,Il Divo,2009,110,Paolo Sorrentino,None
b845,Leviathan,2013,87,_Lucien Castaing-Taylor_Verena Paravel,None
b846,Fish Tank,2010,123,Andrea Arnold,_Katie Jarvis_Kierston Wareing
b847,Little Shop of Horrors,1986,94,Frank Oz,_Ellen Greene_Rick Moranis_Vincent Gardenia
b848,No,2013,118,Pablo Larraín,_Alfredo Castro_Antonia Zegers_Gael García Bernal_Jaime Vadell_Luis Gnecco_Marcial Tagle_N_Pascal Montero
b849,A River Below,2017,86,Mark Grieco,_Fernando Trujillo_Richard Rasmussen
b850,Best Worst Thing That Ever Could Have Happened,2016,95,Lonny Price,None
b851,Jackie,2016,100,Pablo Larraín,None
b852,My Architect,2003,116,Nathaniel Kahn,None
b853,Hot Fuzz,2007,121,Edgar Wright,_Nick Frost_Simon Pegg
b854,Django Unchained,2012,165,Quentin Tarantino,_Christoph Waltz_Don Johnson_Jamie Foxx_Kerry Washington_Leonardo DiCaprio_Samuel L. Jackson
b855,Sister,2012,97,Ursula Meier,None
b856,"Police, Adjective",2009,113,Corneliu Porumboiu,None
b857,A Girl Walks Home Alone at Night,2014,99,Ana Lily Amirpour,None
b858,Wattstax (re-released),2003,98,Mel Stuart,None
b859,Grin Without a Cat,2002,240,Chris Marker,None
b860,Happiness,1998,134,Todd Solondz,_Jane Adams_Jon Lovitz_Philip Seymour Hoffman
b861,The Big Short,2015,130,Adam McKay,_Brad Pitt_Christian Bale_Hamish Linklater_John Magaro_Melissa Leo_Rafe Spall_Ryan Gosling_Steve Carell
b862,Black Orpheus,2006,100,Marcel Camus,_Breno Mello_Léa Garcia_Lourdes de Oliveira_Marpessa Dawn
b863,The Devil's Miner,2006,82,_Kief Davidson_Richard Ladkani,None
b864,Closed Curtain,2014,106,_Jafar Panahi_Kambuzia Partovi,None
b865,Moana,2016,107,_Chris Williams_Don Hall_John Musker_Ron Clements,None
b866,A Pigeon Sat on a Branch Reflecting on Existence,2015,101,Roy Andersson,_Holger Andersson_Jonas Gerholm_Lotti Törnros_Nils Westblom_Ola Stensson_Viktor Gyllenberg
b867,The Wailing,2016,156,Hong-jin Na,_Jeong-min Hwang_Jun Kunimura
b868,White Sun,2017,89,Deepak Rauniyar,_Amrit Pariyar_Asha Maya Magrati_Dayahang Rai_Deepak Chhetri_Deshbhakta Khanal_Ganesh Munal_Pramod Agrahari_Rabindra Singh Baniya_Sarada Adhikari_Sumi Malla
b869,The Empty Hours,2014,101,Aarón Fernández Lesur,None
b870,Chris & Don. A Love Story,2008,90,_Guido Santi_Tina Mascara,None
b871,Still Life,2008,111,Zhang Ke Jia,None
b872,Gimme the Loot,2013,81,Adam Leon,_Joshua Rivera_Tashiana Washington_Ty Hickson_Zoë Lescaze
b873,Search,,101,Aneesh Chaganty,_Brad Abrell_Debra Messing_Gabriel D. Angell_Gage Biltoft_John Cho_Joseph Lee_Michelle La_Roy Abramsohn_Sara Sohn_Thomas Barbusca
b874,Tchoupitoulas,2012,80,_Bill Ross IV_Turner Ross,None
b875,The Wrestler,2008,109,Darren Aronofsky,_Evan Rachel Wood_Marisa Tomei_Mickey Rourke
b876,Blood Simple,1985,99,_Ethan Coen_Joel Coen,_Frances McDormand_John Getz
b877,Cousin Jules,2013,91,Dominique Benicheti,None
b878,Skyfall,2012,143,Sam Mendes,_Daniel Craig_Helen McCrory_Javier Bardem_Judi Dench_Naomie Harris_Ralph Fiennes
b879,Thunder Soul,2011,83,Mark Landsman,None
b880,Of Time and the City,2009,74,Terence Davies,None
b881,In the Company of Men,1997,97,Neil LaBute,_Aaron Eckhart_Matt Malloy_Stacy Edwards
b882,Consuming Spirits,2012,136,Chris Sullivan,None
b883,Upstream Color,2013,96,Shane Carruth,_Amy Seimetz_Andreon Watson_Andrew Sensenig_Ashton Miramontes_Frank Mosley_Kathy Carruth_Meredith Burke_Myles McGee_Shane Carruth_Thiago Martins
b884,Whose Streets?,2017,90,_Damon Davis_Sabaah Folayan,_Alexis Templeton_Bassem Masri_Brittany Ferrell_David Whitt_Kayla Reed_Tef Poe_Tory Russell
b885,Hunt for the Wilderpeople,2016,101,Taika Waititi,_Julian Dennison_Rachel House_Rima Te Wiata_Sam Neill
b886,Ballets Russes,2005,118,_Daniel Geller_Dayna Goldfine,None
b887,The General,1998,124,John Boorman,_Adrian Dunbar_Brendan Gleeson
b888,Harry Potter and the Goblet of Fire,2005,157,Mike Newell,_Daniel Radcliffe_Emma Watson_Rupert Grint
b889,Hell and Back Again,2011,88,Danfung Dennis,None
b890,In Jackson Heights,2015,190,Frederick Wiseman,None
b891,Hairspray,2007,117,Adam Shankman,_John Travolta_Nikki Blonsky_Queen Latifah
b892,I'm the One That I Want,2000,96,Lionel Coleman,None
b893,The Blair Witch Project,1999,81,_Daniel Myrick_Eduardo Sánchez,_Heather Donahue_Joshua Leonard_Michael C. Williams
b894,Flirting with Disaster,1996,92,David O. Russell,_Ben Stiller_Patricia Arquette_Téa Leoni
b895,Il Postino: The Postman,1995,108,_Massimo Troisi_Michael Radford,Massimo Troisi
b896,King Kong,2005,187,Peter Jackson,_Adrien Brody_Jack Black_Naomi Watts
b897,Daughters of the Dust,1991,112,Julie Dash,_Alva Rogers_Cora Lee Day
b898,Goodnight Mommy,2015,99,_Severin Fiala_Veronika Franz,None
b899,Bonnie and Clyde,1967,112,Arthur Penn,_Faye Dunaway_Warren Beatty
b900,Two Step,2015,93,Alex R. Johnson,None
b901,Inherent Vice,2014,None,Paul Thomas Anderson,_Benicio Del Toro_Jena Malone_Joaquin Phoenix_Josh Brolin_Katherine Waterston_Martin Short_Maya Rudolph_Owen Wilson_Reese Witherspoon
b902,Starred Up,2014,106,David Mackenzie,_Ben Mendelsohn_Jack O'Connell_Rupert Friend_Sam Spruell
b903,Midnight in Paris,2011,100,Woody Allen,None
b904,A War,2016,115,Tobias Lindholm,None
b905,Star Wars: Episode VII - The Force Awakens,2015,135,J.J. Abrams,_Adam Driver_Carrie Fisher_Daisy Ridley_Domhnall Gleeson_Harrison Ford_John Boyega_Mark Hamill_Oscar Isaac
b906,The World's End,2013,109,Edgar Wright,_Martin Freeman_Nick Frost_Rosamund Pike_Simon Pegg
b907,"Tuesday, After Christmas",2011,99,Radu Muntean,None
b908,The Story of the Weeping Camel,2004,None,_Byambasuren Davaa_Luigi Falorni,_Amgaabazar Gonson_Chimed Ohin_Janchiv Ayurzana
b909,Chaos,2003,109,Coline Serreau,None
b910,Crimson Gold,2003,95,Jafar Panahi,None
b911,Faat Kiné,2001,120,Ousmane Sembene,_Mame Ndoumbé_Venus Seye
b912,Menashe,2017,82,Joshua Z. Weinstein,_Menashe Lustig_Meyer Schwartz_Ruben Niborsk_Yoel Falkowitz_Yoel Weisshaus
b913,District 9,2009,112,Neill Blomkamp,_Jason Cope_Sharlto Copley
b914,The World,2005,143,Zhang Ke Jia,None
b915,Paprika,2007,90,Satoshi Kon,_Katsunosuke Hori_Megumi Hayashibara_Toru Emori
b916,Ai Weiwei: Never Sorry,2012,91,Alison Klayman,Ai Weiwei
b917,"Right Now, Wrong Then",2016,121,Sang-soo Hong,None
b918,Bad Education,2004,106,Pedro Almodóvar,_Fele Martínez_Gael García Bernal_Javier Cámara
b919,"You, the Living",2009,95,Roy Andersson,None
b920,Silver Linings Playbook,2012,122,David O. Russell,_Bradley Cooper_Chris Tucker_Jacki Weaver_Jennifer Lawrence_Julia Stiles_Robert De Niro
